Tempo,Vazao
573,923.521
574,920.286
575,920.286
576,920.286
577,917.457
578,914.65
579,914.65
580,911.863
581,911.863
582,911.863
583,906.333
584,906.333
585,903.588
586,898.151
587,895.464
588,895.464
589,892.801
590,890.143
591,890.143
592,884.875
593,884.875
594,882.266
595,879.668
596,879.668
597,877.087
598,871.967
599,871.967
600,869.434
601,866.915
602,866.915
603,860.937
604,858.445
605,855.985
606,853.542
607,851.117
608,849.893
609,849.893
610,847.47
611,845.067
612,845.067
613,842.69
614,840.322
615,840.322
616,835.625
617,835.625
618,835.625
619,830.976
620,830.976
621,828.68
622,826.387
623,821.828
624,821.828
625,817.344
626,817.344
627,815.118
628,812.906
629,812.906
630,810.705
631,808.51
632,808.51
633,808.51
634,806.33
635,804.163
636,804.163
637,799.852
638,799.852
639,799.852
640,797.54
641,797.54
642,794.361
643,792.242
644,792.242
645,792.242
646,790.15
647,788.059
648,788.059
649,785.637
650,783.559
651,781.511
652,779.478
653,779.478
654,779.478
655,777.162
656,777.162
657,775.148
658,773.141
659,773.141
660,773.141
661,771.153
662,771.153
663,769.167
664,767.194
665,767.194
666,767.194
667,764.44
668,762.481
669,762.481
670,760.539
671,760.539
672,758.402
673,758.402
674,756.483
675,754.572
676,752.673
677,750.781
678,748.897
679,747.028
680,747.028
681,745.166
682,745.166
683,743.317
684,743.317
685,741.476
686,741.476
687,739.34
688,737.52
689,737.52
690,735.703
691,735.703
692,733.901
693,733.901
694,732.102
695,732.102
696,730.312
697,730.312
698,728.533
699,728.533
700,726.762
701,726.762
702,724.162
703,724.162
704,721.708
705,721.708
706,719.956
707,718.225
708,718.225
709,716.47
710,716.47
711,714.796
712,713.093
713,713.093
714,713.093
715,711.358
716,709.703
717,709.703
718,708.026
719,708.026
720,706.353
721,706.353
722,704.687
723,704.687
724,703.032
725,703.032
726,701.381
727,699.741
728,699.741
729,698.106
730,696.471
731,696.471
732,694.856
733,694.856
734,692.684
735,692.684
736,691.071
737,689.477
738,689.477
739,687.892
740,687.892
741,686.317
742,684.742
743,684.742
744,683.177
745,620.528
746,619.244
747,619.244
748,617.794
749,617.794
750,616.519
751,615.252
752,615.252
753,613.99
754,612.728
755,612.728
756,611.473
757,611.473
758,610.226
759,610.226
760,608.986
761,608.986
762,599.441
763,597.045
764,597.045
765,595.857
766,594.672
767,594.672
768,594.672
769,593.492
770,592.316
771,592.316
772,591.145
773,591.145
774,589.98
775,589.98
776,588.818
777,588.818
778,587.661
779,587.661
780,586.508
781,585.36
782,585.36
783,585.36
784,582.605
785,582.605
786,582.605
787,580.947
788,580.947
789,579.82
790,579.82
791,578.698
792,578.698
793,577.58
794,577.58
795,576.467
796,575.358
797,575.358
798,575.358
799,574.253
800,573.152
801,573.152
802,572.055
803,572.055
804,570.964
805,569.852
806,569.852
807,569.852
808,568.791
809,568.791
810,567.711
811,566.39
812,566.39
813,565.313
814,564.244
815,564.244
816,564.244
817,562.688
818,561.626
819,561.626
820,560.572
821,560.572
822,559.524
823,558.48
824,558.48
825,557.438
826,557.438
827,556.4
828,556.4
829,555.367
830,555.367
831,554.336
832,553.297
833,553.297
834,552.289
835,552.289
836,551.271
837,551.271
838,550.235
839,550.235
840,549.219
841,548.212
842,548.212
843,547.208
844,546.209
845,546.209
846,545.103
847,544.103
848,544.103
849,543.117
850,542.132
851,542.132
852,542.132
853,541.151
854,541.151
855,540.171
856,539.05
857,539.05
858,538.079
859,538.079
860,537.113
861,537.113
862,536.15
863,536.15
864,535.189
865,534.234
866,534.234
867,533.281
868,533.281
869,532.332
870,532.332
871,531.381
872,530.439
873,530.439
874,529.5
875,528.565
876,528.565
877,527.634
878,527.634
879,526.704
880,525.777
881,525.777
882,525.777
883,524.855
884,523.935
885,523.935
886,523.02
887,523.02
888,522.106
889,521.196
890,521.196
891,521.196
892,520.155
893,519.252
894,519.252
895,518.351
896,518.351
897,517.454
898,516.561
899,516.561
900,515.652
901,514.758
902,514.758
903,513.873
904,512.991
905,512.991
906,512.991
907,511.979
908,511.103
909,511.103
910,510.233
911,510.233
912,509.364
913,508.496
914,508.496
915,507.632
916,506.351
917,506.351
918,506.351
919,505.456
920,504.602
921,504.602
922,503.754
923,503.754
924,501.929
925,500.75
926,500.75
927,499.906
928,499.071
929,499.071
930,499.071
931,497.863
932,497.863
933,497.029
934,496.205
935,496.205
936,496.205
937,495.246
938,494.427
939,494.427
940,493.612
941,492.797
942,492.797
943,491.987
944,491.987
945,491.177
946,490.373
947,490.373
948,490.373
949,489.57
950,488.77
951,488.77
952,487.97
953,487.175
954,487.175
955,486.384
956,486.384
957,485.209
958,484.415
959,484.415
960,483.634
961,482.854
962,482.854
963,482.075
964,482.075
965,481.299
966,481.299
967,480.527
968,480.527
969,479.679
970,478.905
971,478.905
972,478.905
973,478.141
974,477.378
975,477.378
976,476.617
977,476.617
978,475.858
979,475.858
980,474.732
981,473.973
982,473.223
983,473.223
984,473.223
985,472.182
986,471.432
987,471.432
988,470.689
989,470.689
990,469.949
991,469.212
992,469.212
993,468.475
994,467.742
995,467.742
996,467.014
997,467.014
998,467.014
999,466.286
1000,465.558
1001,465.558
1002,465.558
1003,464.836
1004,464.114
1005,464.114
1006,463.395
1007,462.677
1008,462.677
1009,461.648
1010,461.648
1011,460.93
1012,460.22
1013,460.22
1014,459.515
1015,458.747
1016,458.747
1017,458.747
1018,457.709
1019,457.709
1020,457.005
1021,456.307
1022,456.307
1023,456.307
1024,455.613
1025,454.92
1026,454.92
1027,454.228
1028,454.228
1029,453.54
1030,452.852
1031,452.852
1032,452.167
1033,451.484
1034,451.484
1035,450.802
1036,450.107
1037,450.107
1038,450.107
1039,449.119
1040,448.442
1041,448.442
1042,447.768
1043,447.768
1044,446.789
1045,446.118
1046,446.118
1047,445.452
1048,445.452
1049,444.791
1050,444.791
1051,444.13
1052,444.13
1053,443.471
1054,442.814
1055,442.814
1056,442.16
1057,442.16
1058,441.507
1059,441.507
1060,440.857
1061,440.206
1062,440.206
1063,439.559
1064,439.559
1065,438.914
1066,438.27
1067,438.27
1068,437.621
1069,436.977
1070,436.977
1071,436.34
1072,436.34
1073,435.704
1074,435.704
1075,435.07
1076,435.07
1077,434.437
1078,433.807
1079,433.807
1080,433.178
1081,432.552
1082,432.552
1083,432.552
1084,431.928
1085,431.304
1086,431.304
1087,430.683
1088,430.683
1089,430.064
1090,429.445
1091,429.445
1092,428.829
1093,428.215
1094,428.215
1095,427.299
1096,427.299
1097,426.686
1098,426.686
1099,426.078
1100,426.078
1101,425.254
1102,425.254
1103,424.647
1104,424.647
1105,423.984
1106,423.984
1107,423.38
1108,422.782
1109,422.782
1110,422.782
1111,422.183
1112,422.183
1113,421.588
1114,420.995
1115,420.995
1116,420.403
1117,420.403
1118,419.814
1119,419.224
1120,418.637
1121,418.637
1122,418.051
1123,417.468
1124,417.468
1125,416.886
1126,416.886
1127,416.886
1128,416.306
1129,415.728
1130,415.728
1131,415.15
1132,414.575
1133,414.575
1134,414.575
1135,414.001
1136,413.428
1137,413.428
1138,412.845
1139,412.845
1140,412.845
1141,412.287
1142,411.721
1143,411.721
1144,411.154
1145,411.154
1146,411.154
1147,410.449
1148,410.449
1149,409.651
1150,409.086
1151,409.086
1152,408.358
1153,407.794
1154,407.24
1155,407.24
1156,406.687
1157,406.687
1158,406.135
1159,405.77
1160,405.77
1161,405.77
1162,405.216
1163,405.216
1164,404.668
1165,404.121
1166,404.121
1167,403.575
1168,403.031
1169,403.031
1170,403.031
1171,402.489
1172,402.489
1173,401.949
1174,401.408
1175,401.408
1176,401.408
1177,400.332
1178,400.332
1179,400.332
1180,399.798
1181,399.094
1182,399.094
1183,398.55
1184,398.55
1185,398.017
1186,397.488
1187,397.488
1188,397.488
1189,396.96
1190,396.433
1191,396.433
1192,395.909
1193,395.909
1194,395.385
1195,394.851
1196,394.851
1197,394.851
1198,394.343
1199,394.343
1200,393.823
1201,393.305
1202,393.305
1203,392.788
1204,392.27
1205,392.27
1206,391.743
1207,391.247
1208,390.611
1209,390.611
1210,389.969
1211,389.969
1212,389.463
1213,388.955
1214,388.955
1215,388.451
1216,387.947
1217,387.947
1218,387.947
1219,387.444
1220,387.444
1221,387.444
1222,386.694
1223,386.191
1224,386.191
1225,385.693
1226,385.693
1227,385.197
1228,385.197
1229,384.7
1230,384.7
1231,384.195
1232,384.195
1233,383.476
1234,382.981
1235,382.981
1236,382.492
1237,382.002
1238,381.514
1239,381.514
1240,381.03
1241,381.03
1242,380.546
1243,380.062
1244,380.062
1245,380.062
1246,379.579
1247,379.579
1248,379.097
1249,378.618
1250,378.618
1251,378.618
1252,378.139
1253,377.662
1254,377.662
1255,377.184
1256,377.184
1257,377.184
1258,376.71
1259,376.236
1260,376.236
1261,375.762
1262,375.762
1263,375.136
1264,374.537
1265,374.537
1266,374.537
1267,373.394
1268,373.394
1269,373.394
1270,372.929
1271,372.929
1272,372.465
1273,372.002
1274,372.002
1275,371.539
