Tempo,Vazao
1522,1840.94
1523,1842.15
1524,1841.13
1525,1842.34
1526,1841.32
1527,1840.3
1528,1839.29
1529,1838.29
1530,1839.49
1531,1840.69
1532,1839.68
1533,1840.88
1534,1839.87
1535,1841.07
1536,1842.27
1537,1840.26
1538,1839.23
1539,1840.43
1540,1839.42
1541,1840.62
1542,1839.62
1543,1840.82
1544,1839.82
1545,1841.01
1546,1840.01
1547,1841.2
1548,1842.39
1549,1841.38
1550,1842.57
1551,1841.57
1552,1842.76
1553,1841.76
1554,1842.94
1555,1844.13
1556,1843.13
1557,1842.13
1558,1843.31
1559,1842.26
1560,1841.25
1561,1842.43
1562,1841.43
1563,1842.61
1564,1841.62
1565,1842.8
1566,1841.81
1567,1842.99
1568,1841.99
1569,1843.16
1570,1842.17
1571,1843.34
1572,1842.36
1573,1843.53
1574,1842.55
1575,1843.72
1576,1842.73
1577,1843.9
1578,1842.92
1579,1844.08
1580,1843.1
1581,1844.27
1582,1843.29
1583,1844.45
1584,1843.47
1585,1844.63
1586,1845.79
1587,1844.81
1588,1845.97
1589,1843.99
1590,1845.15
1591,1844.15
1592,1845.31
1593,1844.33
1594,1843.36
1595,1844.51
1596,1843.54
1597,1844.69
1598,1843.72
1599,1844.88
1600,1843.9
1601,1845.05
1602,1844.08
1603,1845.23
1604,1844.25
1605,1843.29
1606,1844.43
1607,1845.58
1608,1844.62
1609,1845.77
1610,1844.8
1611,1845.94
1612,1844.97
1613,1846.12
1614,1845.15
1615,1846.29
1616,1847.43
1617,1846.47
1618,1847.61
1619,1846.64
1620,1847.78
1621,1846.82
1622,1847.96
1623,1846.98
1624,1848.12
1625,1847.16
1626,1846.2
1627,1847.33
1628,1846.37
1629,1847.5
1630,1846.55
1631,1847.68
1632,1848.81
1633,1847.86
1634,1848.99
1635,1848.03
1636,1849.16
1637,1848.2
1638,1849.33
1639,1848.37
1640,1849.5
1641,1848.54
1642,1849.67
1643,1850.79
1644,1849.84
1645,1850.96
1646,1850.01
1647,1851.13
1648,1852.25
1649,1851.3
1650,1852.42
1651,1851.46
1652,1852.58
1653,1851.63
1654,1852.75
1655,1851.79
1656,1852.91
1657,1851.96
1658,1853.07
1659,1852.12
1660,1851.17
1661,1852.29
1662,1851.33
1663,1852.45
1664,1851.51
1665,1852.62
1666,1851.67
1667,1852.78
1668,1851.84
1669,1852.95
1670,1852
1671,1853.11
1672,1852.17
1673,1853.27
1674,1854.38
1675,1853.43
1676,1854.54
1677,1853.59
1678,1854.7
1679,1853.76
1680,1854.86
1681,1853.92
1682,1855.02
1683,1854.08
1684,1855.18
1685,1856.28
1686,1855.34
1687,1856.44
1688,1855.5
1689,1856.6
1690,1855.66
1691,1856.75
1692,1855.81
1693,1856.91
1694,1855.97
1695,1855.03
1696,1856.13
1697,1855.19
1698,1856.28
1699,1855.35
1700,1856.44
1701,1855.51
1702,1856.6
1703,1855.67
1704,1856.76
1705,1855.83
1706,1856.91
1707,1855.98
1708,1857.07
1709,1858.16
1710,1857.22
1711,1858.31
1712,1857.38
1713,1858.46
1714,1857.53
1715,1858.62
1716,1857.69
1717,1858.77
1718,1857.84
1719,1858.92
1720,1857.99
1721,1859.07
1722,1860.15
1723,1859.23
1724,1860.3
1725,1859.38
1726,1860.45
1727,1859.53
1728,1858.6
1729,1857.68
1730,1858.75
1731,1857.83
1732,1858.91
1733,1859.98
1734,1859.06
1735,1860.13
1736,1859.21
1737,1860.28
1738,1859.36
1739,1860.43
1740,1859.51
1741,1860.58
1742,1859.66
1743,1860.73
1744,1861.8
1745,1860.88
1746,1861.94
1747,1860.77
1748,1861.83
1749,1860.92
1750,1861.98
1751,1861.06
1752,1862.12
1753,1863.19
1754,1862.27
1755,1863.33
1756,1862.42
1757,1863.48
1758,1862.57
1759,1863.63
1760,1862.71
1761,1863.76
1762,1862.85
1763,1861.93
1764,1858.56
1765,1791.82
1766,1777.58
1767,1776.79
1768,1776
1769,1777.01
1770,1776.09
1771,1775.29
1772,1774.52
1773,1775.52
1774,1774.74
1775,1773.97
1776,1774.97
1777,1774.2
1778,1775.19
1779,1774.42
1780,1775.42
1781,1774.65
1782,1775.65
1783,1766.09
1784,1765.33
1785,1757.63
1786,1756.88
1787,1757.86
1788,1757.11
1789,1758.09
1790,1757.36
1791,1758.34
1792,1757.6
1793,1758.58
1794,1757.84
1795,1758.82
1796,1758.08
1797,1759.05
1798,1758.31
1799,1759.29
1800,1760.27
1801,1759.52
1802,1760.5
1803,1759.76
1804,1760.74
1805,1759.99
1806,1760.97
1807,1760.23
1808,1761.2
1809,1760.46
1810,1761.43
1811,1760.47
1812,1759.72
1813,1758.71
1814,1757.15
1815,1758.12
1816,1759.09
1817,1757.6
1818,1756.84
1819,1757.81
1820,1757.08
1821,1756.36
1822,1757.33
1823,1756.35
1824,1757.32
1825,1758.28
1826,1756.93
1827,1756.15
1828,1755.42
1829,1756.38
1830,1755.65
1831,1754.93
1832,1755.89
1833,1755.16
1834,1754.44
1835,1755.39
1836,1754.67
1837,1753.96
1838,1753.22
1839,1754.17
1840,1753.47
1841,1754.42
1842,1753.71
1843,1754.66
1844,1753.94
1845,1753.22
1846,1754.17
1847,1753.46
1848,1754.41
1849,1753.69
1850,1754.64
1851,1753.92
1852,1753.21
1853,1754.16
1854,1755.1
1855,1754.15
1856,1755.1
1857,1754.38
1858,1755.33
1859,1754.62
1860,1755.56
1861,1754.84
1862,1755.79
1863,1755.07
1864,1756.02
1865,1755.3
1866,1754.59
1867,1755.53
1868,1754.83
1869,1755.76
1870,1755.06
1871,1756
1872,1756.93
1873,1756.22
1874,1757.16
1875,1756.45
